Time,Temp 1,Temp 2,Control 1,Control 2
295.07,50.601099999999995,45.4443,70.0,100.0
296.08,50.601099999999995,45.7666,70.0,100.0
297.09,50.601099999999995,45.7666,70.0,100.0
298.08,50.601099999999995,45.7666,70.0,100.0
299.17,50.923399999999994,45.7666,70.0,100.0
300.06,50.923399999999994,46.088899999999995,70.0,100.0
301.07,50.923399999999994,46.088899999999995,70.0,100.0
302.1,50.923399999999994,46.088899999999995,70.0,100.0
303.06,50.923399999999994,46.088899999999995,70.0,100.0
304.05,50.923399999999994,46.088899999999995,70.0,100.0
305.07,51.2457,46.088899999999995,70.0,100.0
306.07,51.2457,46.411199999999994,70.0,100.0
307.07,51.2457,46.411199999999994,70.0,100.0
308.06,51.568,46.411199999999994,70.0,100.0
309.05,51.568,46.411199999999994,70.0,100.0
310.06,51.568,46.7335,70.0,100.0
311.09,51.568,46.7335,70.0,100.0
312.06,51.568,46.7335,70.0,100.0
313.07,51.890299999999996,46.7335,70.0,100.0
314.09,51.890299999999996,46.7335,70.0,100.0
315.09,51.890299999999996,47.0558,70.0,100.0
316.07,51.890299999999996,47.0558,70.0,100.0
317.07,51.890299999999996,47.0558,70.0,100.0
318.07,52.212599999999995,47.0558,70.0,100.0
319.05,52.212599999999995,47.0558,70.0,100.0
320.09,52.212599999999995,47.378099999999996,70.0,10.0
321.09,52.53489999999999,47.378099999999996,70.0,10.0
322.06,52.53489999999999,47.378099999999996,70.0,10.0
323.07,52.53489999999999,47.378099999999996,70.0,10.0
324.12,52.8572,47.378099999999996,70.0,10.0
325.08,52.8572,47.378099999999996,70.0,10.0
326.08,52.8572,47.378099999999996,70.0,10.0
327.07,53.1795,47.378099999999996,70.0,10.0
328.06,53.1795,47.378099999999996,70.0,10.0
329.07,53.1795,47.378099999999996,70.0,10.0
330.07,53.1795,47.378099999999996,70.0,10.0
331.06,53.1795,47.378099999999996,70.0,10.0
332.1,53.501799999999996,47.378099999999996,70.0,10.0
333.09,53.501799999999996,47.378099999999996,70.0,10.0
334.11,53.501799999999996,47.378099999999996,70.0,10.0
335.09,53.824099999999994,47.0558,70.0,10.0
336.06,53.824099999999994,47.0558,70.0,10.0
337.09,53.824099999999994,47.0558,70.0,10.0
338.09,53.824099999999994,47.0558,70.0,10.0
339.06,54.14639999999999,47.0558,70.0,10.0
340.05,54.14639999999999,47.0558,70.0,10.0
341.13,54.14639999999999,47.0558,70.0,10.0
342.17,54.4687,46.7335,70.0,10.0
343.06,54.4687,46.7335,70.0,10.0
344.08,54.4687,46.7335,70.0,10.0
345.05,54.4687,46.7335,70.0,10.0
346.06,54.4687,46.411199999999994,70.0,10.0
347.08,54.791,46.411199999999994,70.0,10.0
348.06,54.791,46.411199999999994,70.0,10.0
349.05,54.791,46.411199999999994,70.0,10.0
350.1,54.791,46.088899999999995,70.0,10.0
351.07,54.791,46.411199999999994,70.0,10.0
352.06,55.113299999999995,46.088899999999995,70.0,10.0
353.07,55.113299999999995,46.088899999999995,70.0,10.0
354.09,55.113299999999995,46.088899999999995,70.0,10.0
355.08,55.435599999999994,45.7666,70.0,10.0
356.15,55.113299999999995,45.7666,70.0,10.0
357.07,55.435599999999994,45.7666,70.0,10.0
358.06,55.435599999999994,45.7666,70.0,10.0
359.08,55.435599999999994,45.4443,70.0,10.0
360.1,55.435599999999994,45.4443,70.0,10.0
361.06,55.435599999999994,45.4443,70.0,10.0
362.06,55.75789999999999,45.122,70.0,10.0
363.05,55.75789999999999,45.122,70.0,10.0
364.07,55.75789999999999,45.122,70.0,10.0
365.07,55.75789999999999,45.122,70.0,10.0
366.07,56.0802,44.799699999999994,70.0,10.0
367.05,56.0802,44.799699999999994,70.0,10.0
368.06,56.0802,44.799699999999994,70.0,10.0
369.07,56.0802,44.799699999999994,70.0,10.0
370.08,56.0802,44.477399999999996,70.0,10.0
371.07,56.0802,44.477399999999996,70.0,10.0
372.05,56.0802,44.477399999999996,70.0,10.0
373.07,56.402499999999996,44.477399999999996,70.0,10.0
374.08,56.402499999999996,44.1551,70.0,10.0
375.06,56.402499999999996,44.1551,70.0,10.0
376.06,56.402499999999996,44.1551,70.0,10.0
377.07,56.402499999999996,43.8328,70.0,10.0
378.08,56.402499999999996,43.8328,70.0,10.0
379.08,56.724799999999995,43.8328,70.0,10.0
380.07,56.724799999999995,43.8328,70.0,10.0
381.08,56.724799999999995,43.51049999999999,70.0,10.0
382.1,56.724799999999995,43.51049999999999,70.0,10.0
383.07,56.724799999999995,43.51049999999999,70.0,10.0
384.08,57.04709999999999,43.51049999999999,70.0,10.0
385.06,57.04709999999999,43.188199999999995,70.0,10.0
386.06,57.04709999999999,43.188199999999995,70.0,10.0
387.13,57.04709999999999,43.188199999999995,70.0,10.0
388.05,57.04709999999999,43.188199999999995,70.0,10.0
389.07,57.04709999999999,42.865899999999996,70.0,10.0
390.07,57.3694,42.865899999999996,70.0,10.0
391.07,57.04709999999999,42.865899999999996,70.0,10.0
392.06,57.3694,42.5436,70.0,10.0
393.05,57.3694,42.5436,70.0,10.0
394.06,57.3694,42.5436,70.0,10.0
395.08,57.3694,42.5436,70.0,10.0
396.11,57.3694,42.2213,70.0,10.0
397.07,57.3694,42.2213,70.0,10.0
398.07,57.3694,42.2213,70.0,10.0
399.07,57.6917,42.2213,70.0,10.0
400.07,57.6917,41.898999999999994,50.0,10.0
401.06,57.6917,41.898999999999994,50.0,10.0
402.06,57.6917,41.898999999999994,50.0,10.0
403.05,57.6917,41.898999999999994,50.0,10.0
404.07,57.6917,41.576699999999995,50.0,10.0
405.1,57.6917,41.576699999999995,50.0,10.0
406.07,57.6917,41.576699999999995,50.0,10.0
407.07,57.6917,41.576699999999995,50.0,10.0
408.07,57.6917,41.576699999999995,50.0,10.0
409.08,57.6917,41.2544,50.0,10.0
410.08,57.6917,41.2544,50.0,10.0
411.06,57.6917,41.2544,50.0,10.0
412.05,58.013999999999996,41.2544,50.0,10.0
413.05,57.6917,41.2544,50.0,10.0
414.1,57.6917,40.9321,50.0,10.0
415.06,57.6917,40.9321,50.0,10.0
416.05,57.6917,40.9321,50.0,10.0
417.06,57.6917,40.6098,50.0,10.0
418.07,57.6917,40.6098,50.0,10.0
419.06,57.6917,40.6098,50.0,10.0
420.08,57.6917,40.6098,50.0,10.0
421.07,57.6917,40.287499999999994,50.0,10.0
422.08,57.6917,40.287499999999994,50.0,10.0
423.07,57.6917,40.287499999999994,50.0,10.0
424.07,57.6917,40.287499999999994,50.0,10.0
425.08,57.6917,40.287499999999994,50.0,10.0
426.06,57.6917,39.965199999999996,50.0,10.0
427.05,57.3694,39.965199999999996,50.0,10.0
428.06,57.6917,39.965199999999996,50.0,10.0
429.08,57.6917,39.965199999999996,50.0,10.0
430.06,57.3694,39.965199999999996,50.0,10.0
431.05,57.3694,39.6429,50.0,10.0
432.06,57.3694,39.6429,50.0,10.0
433.07,57.3694,39.6429,50.0,10.0
434.04,57.3694,39.6429,50.0,10.0
435.05,57.3694,39.3206,50.0,10.0
436.04,57.3694,39.3206,50.0,10.0
437.03,57.3694,39.3206,50.0,10.0
438.05,57.04709999999999,39.3206,50.0,10.0
439.05,57.3694,38.9983,50.0,10.0
440.03,57.3694,38.9983,50.0,10.0
441.04,57.3694,38.9983,50.0,10.0
442.03,57.04709999999999,38.9983,50.0,10.0
443.03,57.04709999999999,38.9983,50.0,10.0
444.04,57.04709999999999,38.9983,50.0,10.0
445.05,57.04709999999999,38.675999999999995,50.0,10.0
446.04,57.04709999999999,38.675999999999995,50.0,10.0
447.02,57.04709999999999,38.675999999999995,50.0,10.0
448.04,57.04709999999999,38.675999999999995,50.0,10.0
449.03,57.04709999999999,38.353699999999996,50.0,10.0
450.05,56.724799999999995,38.353699999999996,50.0,10.0
451.03,56.724799999999995,38.353699999999996,50.0,10.0
452.03,56.724799999999995,38.353699999999996,50.0,10.0
453.03,56.724799999999995,38.0314,50.0,10.0
454.05,56.724799999999995,38.353699999999996,50.0,10.0
455.03,56.724799999999995,38.0314,50.0,10.0
456.04,56.724799999999995,38.0314,50.0,10.0
457.03,56.402499999999996,38.0314,50.0,10.0
458.03,56.724799999999995,38.0314,50.0,10.0
459.03,56.402499999999996,38.0314,50.0,10.0
460.03,56.402499999999996,37.7091,50.0,10.0
461.06,56.402499999999996,37.7091,50.0,10.0
462.07,56.402499999999996,37.7091,50.0,10.0
463.04,56.402499999999996,37.7091,50.0,10.0
464.04,56.402499999999996,37.386799999999994,50.0,10.0
465.05,56.402499999999996,37.386799999999994,50.0,10.0
466.05,56.402499999999996,37.386799999999994,50.0,10.0
467.06,56.0802,37.386799999999994,50.0,10.0
468.07,56.0802,37.386799999999994,50.0,10.0
469.04,56.0802,37.386799999999994,50.0,10.0
470.04,56.0802,37.386799999999994,50.0,10.0
471.04,56.0802,37.064499999999995,50.0,10.0
472.17,56.0802,37.064499999999995,50.0,10.0
473.07,56.0802,37.064499999999995,50.0,10.0
474.05,56.0802,37.064499999999995,50.0,10.0
475.06,56.0802,37.064499999999995,50.0,10.0
476.05,56.0802,37.064499999999995,50.0,10.0
477.06,55.75789999999999,36.7422,50.0,10.0
478.04,55.75789999999999,36.7422,50.0,10.0
479.06,55.75789999999999,36.7422,50.0,10.0
480.05,55.75789999999999,36.7422,50.0,10.0
481.05,55.75789999999999,36.4199,50.0,10.0
482.07,55.75789999999999,36.4199,50.0,10.0
483.06,55.75789999999999,36.4199,50.0,10.0
484.12,55.75789999999999,36.4199,50.0,10.0
485.04,55.75789999999999,36.4199,50.0,10.0
486.04,55.75789999999999,36.4199,50.0,10.0
487.03,55.75789999999999,36.4199,50.0,10.0
488.04,55.435599999999994,36.0976,50.0,10.0
489.05,55.435599999999994,36.4199,50.0,10.0
490.06,55.435599999999994,36.0976,50.0,10.0
491.04,55.435599999999994,36.0976,50.0,10.0
492.06,55.435599999999994,36.0976,50.0,10.0
493.03,55.435599999999994,35.775299999999994,50.0,10.0
494.04,55.435599999999994,35.775299999999994,50.0,10.0
495.06,55.435599999999994,35.775299999999994,50.0,10.0
496.04,55.435599999999994,35.775299999999994,50.0,10.0
497.04,55.435599999999994,35.775299999999994,50.0,10.0
498.04,55.113299999999995,35.775299999999994,50.0,10.0
499.07,55.113299999999995,35.775299999999994,50.0,10.0
500.05,55.113299999999995,35.775299999999994,50.0,10.0
501.03,55.113299999999995,35.452999999999996,50.0,10.0
502.05,55.113299999999995,35.452999999999996,50.0,10.0
503.04,55.113299999999995,35.452999999999996,50.0,10.0
504.03,55.113299999999995,35.452999999999996,50.0,10.0
505.04,55.113299999999995,35.452999999999996,50.0,10.0
506.05,55.113299999999995,35.452999999999996,50.0,10.0
507.07,55.113299999999995,35.1307,50.0,10.0
508.04,55.113299999999995,35.1307,50.0,10.0
509.03,55.113299999999995,35.1307,50.0,10.0
510.05,55.113299999999995,35.1307,50.0,10.0
511.03,55.113299999999995,35.1307,50.0,10.0
512.03,55.113299999999995,34.8084,50.0,10.0
513.03,54.791,35.1307,50.0,10.0
514.05,54.791,35.1307,50.0,10.0
515.03,54.791,35.1307,50.0,10.0
516.03,54.791,34.8084,50.0,10.0
517.06,54.791,34.8084,50.0,10.0
518.05,54.791,34.8084,50.0,10.0
519.09,54.791,34.8084,50.0,10.0
520.05,54.791,34.8084,50.0,80.0
521.03,54.791,34.8084,50.0,80.0
522.04,54.791,34.4861,50.0,80.0
523.03,54.791,34.4861,50.0,80.0
524.03,54.4687,34.8084,50.0,80.0
525.05,54.791,34.4861,50.0,80.0
526.03,54.4687,34.4861,50.0,80.0
527.04,54.4687,34.4861,50.0,80.0
528.08,54.4687,34.4861,50.0,80.0
529.06,54.4687,34.8084,50.0,80.0
530.04,54.4687,34.4861,50.0,80.0
531.04,54.4687,34.4861,50.0,80.0
532.07,54.4687,34.8084,50.0,80.0
533.05,54.4687,34.8084,50.0,80.0
534.05,54.4687,34.8084,50.0,80.0
535.03,54.4687,34.8084,50.0,80.0
536.05,54.4687,34.8084,50.0,80.0
537.07,54.4687,34.8084,50.0,80.0
538.05,54.4687,34.8084,50.0,80.0
539.06,54.4687,35.1307,50.0,80.0
540.07,54.4687,35.1307,50.0,80.0
541.04,54.4687,35.1307,50.0,80.0
542.07,54.4687,35.1307,50.0,80.0
543.06,54.14639999999999,35.1307,50.0,80.0
544.05,54.4687,35.452999999999996,50.0,80.0
545.07,54.4687,35.452999999999996,50.0,80.0
546.05,54.14639999999999,35.452999999999996,50.0,80.0
547.13,54.14639999999999,35.452999999999996,50.0,80.0
548.05,54.14639999999999,35.452999999999996,50.0,80.0
549.04,54.14639999999999,35.775299999999994,50.0,80.0
550.04,54.4687,35.775299999999994,50.0,80.0
551.04,54.14639999999999,35.775299999999994,50.0,80.0
552.06,54.14639999999999,35.775299999999994,50.0,80.0
553.05,54.14639999999999,36.0976,50.0,80.0
554.05,54.14639999999999,36.0976,50.0,80.0
555.06,54.14639999999999,36.0976,50.0,80.0
556.06,54.14639999999999,36.0976,50.0,80.0
557.05,54.14639999999999,36.4199,50.0,80.0
558.06,54.14639999999999,36.4199,50.0,80.0
559.05,54.14639999999999,36.4199,50.0,80.0
560.06,54.14639999999999,36.4199,50.0,80.0
561.06,54.14639999999999,36.7422,50.0,80.0
562.04,54.14639999999999,36.7422,50.0,80.0
563.07,54.14639999999999,36.7422,50.0,80.0
564.08,54.14639999999999,37.064499999999995,50.0,80.0
565.08,54.14639999999999,37.064499999999995,50.0,80.0
566.06,54.14639999999999,37.064499999999995,50.0,80.0
567.06,54.14639999999999,37.064499999999995,50.0,80.0
568.07,54.14639999999999,37.064499999999995,50.0,80.0
569.05,54.14639999999999,37.386799999999994,50.0,80.0
570.08,54.14639999999999,37.386799999999994,50.0,80.0
571.07,54.14639999999999,37.386799999999994,50.0,80.0
572.05,54.14639999999999,37.386799999999994,50.0,80.0
573.06,54.14639999999999,37.7091,50.0,80.0
574.06,54.14639999999999,37.7091,50.0,80.0
575.05,54.14639999999999,37.7091,50.0,80.0
576.06,54.14639999999999,37.7091,50.0,80.0
577.05,54.14639999999999,38.0314,50.0,80.0
578.06,54.14639999999999,38.0314,50.0,80.0
579.05,54.14639999999999,38.0314,50.0,80.0
580.06,54.14639999999999,38.0314,50.0,80.0
581.08,54.14639999999999,38.0314,50.0,80.0
582.07,54.14639999999999,38.353699999999996,50.0,80.0
583.05,54.14639999999999,38.353699999999996,50.0,80.0
584.08,54.14639999999999,38.353699999999996,50.0,80.0
585.06,54.14639999999999,38.675999999999995,50.0,80.0
586.05,54.14639999999999,38.675999999999995,50.0,80.0
587.06,54.14639999999999,38.675999999999995,50.0,80.0
588.07,54.14639999999999,38.675999999999995,50.0,80.0
589.06,54.14639999999999,38.9983,50.0,80.0
590.06,54.14639999999999,38.9983,50.0,80.0
591.06,54.14639999999999,38.9983,50.0,80.0
592.05,54.14639999999999,38.9983,50.0,80.0
593.05,54.14639999999999,38.9983,50.0,80.0
594.07,54.14639999999999,38.9983,50.0,80.0
595.05,54.14639999999999,39.3206,50.0,80.0
596.05,54.14639999999999,39.3206,50.0,80.0
597.09,54.14639999999999,39.3206,50.0,80.0
598.06,54.14639999999999,39.3206,50.0,80.0
599.05,54.14639999999999,39.6429,50.0,80.0
600.08,54.14639999999999,39.6429,50.0,80.0
